Date,AAPL,ADA-USD,BTC-USD,ETH-USD,SLG,SPY,VIRT,XOP
2015-10-31,,,314.1659851074219,0.9166269898414612,,,,
2015-11-01,,,325.4309997558594,1.0556700229644775,,,,
2015-11-02,27.99604034423828,,361.1889953613281,0.9897890090942383,100.49208068847656,190.7003631591797,19.24146270751953,141.87110900878906
2015-11-03,28.31716537475586,,403.4169921875,1.0133600234985352,98.94095611572266,191.2532501220703,19.68857192993164,146.7258758544922
2015-11-04,28.18548011779785,,411.56298828125,0.8990499973297119,98.85845947265625,190.67311096191406,18.190357208251953,145.7922821044922
2015-11-05,28.0555477142334,,386.35400390625,0.8956369757652283,99.12245178222656,190.48280334472656,18.71590805053711,146.38978576660156
2015-11-06,28.088027954101562,,374.4700012207031,0.9260320067405701,95.90473937988281,190.38308715820312,18.888477325439453,145.4188232421875
2015-11-07,,,386.48199462890625,0.9279739856719971,,,,
2015-11-08,,,373.3680114746094,1.0274699926376343,,,,
2015-11-09,27.974346160888672,,380.2569885253906,0.9992780089378357,94.6754150390625,188.6065216064453,18.29233169555664,145.94163513183594
2015-11-10,27.09267234802246,,336.8190002441406,0.9343479871749878,96.5647964477539,189.0415802001953,18.166824340820312,146.50180053710938
2015-11-11,26.939544677734375,,311.0840148925781,0.791828989982605,96.68030548095703,188.29837036132812,18.11975860595703,139.96652221679688
2015-11-12,26.849056243896484,,338.1520080566406,0.8957110047340393,95.69849395751953,185.66973876953125,17.374576568603516,135.78399658203125
2015-11-13,26.064838409423828,,336.75299072265625,0.9040960073471069,95.05494689941406,183.58497619628906,17.374576568603516,136.866943359375
2015-11-14,,,332.906005859375,0.8888120055198669,,,,
2015-11-15,,,320.1659851074219,0.9063680171966553,,,,
2015-11-16,26.491756439208984,,330.7510070800781,0.928961992263794,95.74797821044922,186.3767547607422,17.398107528686523,142.4686279296875
2015-11-17,26.37806510925293,,335.093994140625,1.0079799890518188,96.25128936767578,186.2407989501953,17.19416046142578,139.74244689941406
2015-11-18,27.21332359313965,,334.5899963378906,0.9933189749717712,97.33209991455078,189.19570922851562,16.935306549072266,142.5806427001953
2015-11-19,27.559030532836914,,326.14898681640625,0.9555320143699646,97.67037200927734,189.03256225585938,17.1784725189209,138.88356018066406
2015-11-20,27.67967987060547,,322.0220031738281,0.9249200224876404,98.43767547607422,189.72142028808594,17.405946731567383,135.70928955078125
2015-11-21,,,326.927001953125,0.976140022277832,,,,
2015-11-22,,,324.5360107421875,0.9680179953575134,,,,
2015-11-23,27.320056915283203,,323.0459899902344,0.9469689726829529,98.09114837646484,189.5038299560547,17.249067306518555,136.866943359375
2015-11-24,27.58223533630371,,320.0459899902344,0.9001910090446472,96.99381256103516,189.75765991210938,17.264760971069336,141.983154296875
2015-11-25,27.38501739501953,,328.20599365234375,0.8635370135307312,97.59611511230469,189.73049926757812,17.24122428894043,141.1615753173828
2015-11-26,,,352.6839904785156,0.8841829895973206,,,,
2015-11-27,27.33397674560547,,358.0419921875,0.867950975894928,98.11589813232422,189.94802856445312,17.35225486755371,138.02462768554688
2015-11-28,,,357.3810119628906,0.9157029986381531,,,,
2015-11-29,,,371.29400634765625,0.8786140084266663,,,,
2015-11-30,27.44766616821289,,377.3210144042969,0.8731189966201782,97.42286682128906,189.15945434570312,17.645687103271484,138.65948486328125
2015-12-01,27.22492218017578,,362.4880065917969,0.8748000264167786,99.45249938964844,190.96319580078125,17.49500274658203,139.7798309326172
2015-12-02,26.978988647460938,,359.18701171875,0.8212100267410278,97.1258316040039,189.01441955566406,17.47121810913086,133.7300262451172
2015-12-03,26.728410720825195,,361.0459899902344,0.8121430277824402,95.92948150634766,186.36769104003906,17.415700912475586,131.9375
2015-12-04,27.617036819458008,,363.1830139160156,0.8400409817695618,97.20832824707031,190.00241088867188,17.71706771850586,128.42715454101562
2015-12-05,,,388.9490051269531,0.8624380230903625,,,,
2015-12-06,,,388.7829895019531,0.8355000019073486,,,,
2015-12-07,27.443025588989258,,395.5360107421875,0.8112639784812927,95.69022369384766,188.8512725830078,17.312602996826172,119.61389923095703
2015-12-08,27.43142318725586,,415.56298828125,0.8221179842948914,94.94767761230469,187.582275390625,17.17778205871582,120.36075592041016
2015-12-09,26.825855255126953,,417.56298828125,0.7921670079231262,94.98067474365234,186.12294006347656,17.04296112060547,121.44374084472656
2015-12-10,26.953466415405273,,415.47900390625,0.840395987033844,93.21505737304688,186.6033477783203,16.924001693725586,123.57237243652344
2015-12-11,26.259735107421875,,451.93798828125,0.9297620058059692,92.29924774169922,182.98675537109375,16.86849021911621,117.52259063720703
2015-12-12,,,434.99700927734375,0.9769729971885681,,,,
2015-12-13,,,433.7550048828125,0.9528840184211731,,,,
2015-12-14,26.097322463989258,,444.1820068359375,0.9930220246315002,91.95271301269531,183.91128540039062,16.87641716003418,114.64706420898438
2015-12-15,25.63561248779297,,465.3210144042969,1.0141500234603882,92.9840316772461,185.84194946289062,17.29673957824707,116.92509460449219
2015-12-16,25.832822799682617,,454.9339904785156,0.9911820292472839,94.31237030029297,188.56118774414062,17.606037139892578,114.31098937988281
2015-12-17,25.285263061523438,,456.0780029296875,0.9407010078430176,93.0252914428711,185.6878662109375,17.29673957824707,110.38981628417969
2015-12-18,24.60080909729004,,463.6159973144531,0.9201269745826721,90.93788146972656,182.37985229492188,17.201576232910156,108.59984588623047
2015-12-19,,,462.3219909667969,0.9080719947814941,,,,
2015-12-20,,,442.68499755859375,0.903885006904602,,,,
2015-12-21,24.90243148803711,,438.6390075683594,0.9007710218429565,90.75638580322266,183.88430786132812,17.360185623168945,107.47406005859375
2015-12-22,24.87923240661621,,436.5719909667969,0.8642020225524902,91.1194076538086,185.55294799804688,17.487075805664062,108.7874755859375
2015-12-23,25.199411392211914,,442.4010009765625,0.8580769896507263,93.33055114746094,187.8507080078125,17.72499656677246,117.38091278076172
2015-12-24,25.064844131469727,,454.9849853515625,0.8632619976997375,93.2728042602539,187.5406494140625,17.613962173461914,116.5177993774414
2015-12-25,,,455.65301513671875,0.8703629970550537,,,,
2015-12-26,,,417.27398681640625,0.8546029925346375,,,,
2015-12-27,,,422.822998046875,0.8563650250434875,,,,
2015-12-28,24.78410530090332,,422.27899169921875,0.8450049757957458,93.60282897949219,187.11216735839844,17.67741584777832,112.20233154296875
2015-12-29,25.229576110839844,,432.9830017089844,0.873054027557373,94.1143798828125,189.1089630126953,18.04222297668457,114.04110717773438
2015-12-30,24.900110244750977,,426.6199951171875,0.9119579792022705,94.67896270751953,187.76861572265625,17.851884841918945,110.7763671875
2015-12-31,24.422157287597656,,430.5669860839844,0.933542013168335,93.80715942382812,185.89027404785156,17.954980850219727,113.40315246582031
2016-01-01,,,434.3340148925781,0.9480239748954773,,,,
2016-01-02,,,433.43798828125,0.9371240139007568,,,,
2016-01-03,,,430.010986328125,0.971904993057251,,,,
2016-01-04,24.443037033081055,,433.09100341796875,0.954479992389679,91.39930725097656,183.2916259765625,17.629831314086914,113.966064453125
2016-01-05,23.83051300048828,,431.9599914550781,0.9501760005950928,92.09674835205078,183.60165405273438,17.812232971191406,113.59077453613281
2016-01-06,23.364160537719727,,429.1050109863281,0.9508600234985352,90.71014404296875,181.28564453125,17.701200485229492,105.78541564941406
2016-01-07,22.378082275390625,,458.0480041503906,0.9420049786567688,88.33547973632812,176.93637084960938,17.79637336730957,103.1585922241211
2016-01-08,22.496408462524414,,453.2300109863281,0.9867889881134033,86.57524871826172,174.9941864013672,17.574316024780273,103.64643096923828
2016-01-09,,,447.6109924316406,0.9868329763412476,,,,
2016-01-10,,,447.9909973144531,0.9992309808731079,,,,
2016-01-11,22.860675811767578,,448.4280090332031,1.0615999698638916,86.94059753417969,175.16744995117188,17.939125061035156,99.59365844726562
2016-01-12,23.19246482849121,,435.69000244140625,1.1410000324249268,85.4958724975586,176.58074951171875,17.891542434692383,98.01757049560547
2016-01-13,22.59617805480957,,432.3710021972656,1.1252000331878662,84.81503295898438,172.17669677734375,17.288808822631836,94.67774200439453
2016-01-14,23.090370178222656,,430.3059997558594,1.1895899772644043,84.54100799560547,175.00328063964844,17.36811637878418,97.98004150390625
2016-01-15,22.535858154296875,,364.33099365234375,1.208009958267212,83.14612579345703,171.2466583251953,17.685338973999023,94.41508483886719
2016-01-16,,,387.5360107421875,1.220289945602417,,,,
2016-01-17,,,382.29901123046875,1.3274699449539185,,,,
2016-01-18,,,387.1679992675781,1.4263399839401245,,,,
2016-01-19,22.426809310913086,,380.14898681640625,1.3713899850845337,83.0796890258789,171.47459411621094,17.66155242919922,89.57422637939453
2016-01-20,22.45697021484375,,420.2300109863281,1.5318200588226318,80.23176574707031,169.2771453857422,18.010499954223633,89.12391662597656
2016-01-21,22.343280792236328,,410.2619934082031,1.553570032119751,80.33141326904297,170.22544860839844,17.65361976623535,95.39075469970703
2016-01-22,23.53120994567871,,382.49200439453125,1.501270055770874,84.78181457519531,173.71766662597656,17.843955993652344,99.33096313476562
2016-01-23,,,387.4909973144531,1.9726699590682983,,,,
2016-01-24,,,402.97100830078125,2.141200065612793,,,,
2016-01-25,23.07181739807129,,391.72601318359375,2.499269962310791,84.4081802368164,171.09164428710938,17.939125061035156,92.1259994506836
2016-01-26,23.199426651000977,,392.15301513671875,2.276370048522949,85.67022705078125,173.42584228515625,18.208765029907227,98.09261322021484
2016-01-27,21.675073623657227,,394.97198486328125,2.388550043106079,84.41645812988281,171.5384521484375,17.931190490722656,98.54290771484375
2016-01-28,21.83051872253418,,380.28900146484375,2.5264899730682373,77.56652069091797,172.4320068359375,17.843955993652344,102.10787963867188
2016-01-29,22.584577560424805,,379.4739990234375,2.494960069656372,80.21516418457031,176.6354522705078,18.0025691986084,106.91119384765625
2016-01-30,,,378.2550048828125,2.4450600147247314,,,,
2016-01-31,,,368.7669982910156,2.306040048599243,,,,
2016-02-01,22.373441696166992,,373.0559997558594,2.2116899490356445,77.19288635253906,176.5716094970703,17.970848083496094,103.27117919921875
2016-02-02,21.921010971069336,,374.447998046875,2.4396400451660156,74.62723541259766,173.389404296875,18.859079360961914,98.91817474365234
2016-02-03,22.354887008666992,,369.9490051269531,2.5286900997161865,73.9547119140625,174.42886352539062,18.62115478515625,103.27117919921875
2016-02-04,22.534503936767578,,389.593994140625,2.5780398845672607,75.59870910644531,174.70240783691406,17.185710906982422,102.59571838378906
2016-02-05,21.932649612426758,,386.54901123046875,2.538990020751953,72.85873413085938,171.3743438720703,16.67022132873535,98.61796569824219
2016-02-06,,,376.5220031738281,2.5344600677490234,,,,
2016-02-07,,,376.6199951171875,2.9643399715423584,,,,
2016-02-08,22.163597106933594,,373.4469909667969,3.1797900199890137,69.64546203613281,169.06744384765625,16.709875106811523,96.06620788574219
2016-02-09,22.158931732177734,,376.02899169921875,4.044640064239502,67.41194915771484,169.0765380859375,16.654361724853516,92.31361389160156
2016-02-10,21.990966796875,,381.64898681640625,4.436260223388672,68.68232727050781,168.93067932128906,15.670955657958984,91.56312561035156
2016-02-11,21.857999801635742,,379.65399169921875,6.0131001472473145,66.87224578857422,166.73318481445312,16.011972427368164,89.68682098388672
2016-02-12,21.925649642944336,,384.26300048828125,5.546979904174805,67.26250457763672,170.1707305908203,16.218170166015625,91.97590637207031
2016-02-13,,,391.8599853515625,5.38532018661499,,,,
2016-02-14,,,407.2300109863281,5.239729881286621,,,,
2016-02-15,,,400.18499755859375,5.2883501052856445,,,,
2016-02-16,22.54383659362793,,407.4880065917969,4.3152899742126465,68.69062042236328,173.04290771484375,16.495746612548828,90.77506256103516
2016-02-17,22.889087677001953,,416.3219909667969,3.757240056991577,69.48770141601562,175.86953735351562,16.89227294921875,95.05301666259766
2016-02-18,22.45518684387207,,422.37298583984375,4.399129867553711,70.71654510498047,175.14918518066406,16.789180755615234,91.15031433105469
2016-02-19,22.40386962890625,,420.7850036621094,4.737889766693115,72.5016860961914,175.06715393066406,16.725732803344727,89.49918365478516
2016-02-20,,,437.16400146484375,4.341330051422119,,,,
2016-02-21,,,438.7980041503906,4.653619766235352,,,,
2016-02-22,22.599817276000977,,437.74798583984375,5.616499900817871,74.80990600585938,177.60195922851562,16.971586227416992,93.81465148925781
2016-02-23,22.08894157409668,,420.7359924316406,5.586209774017334,73.5976791381836,175.35890197753906,16.709875106811523,88.56104278564453
2016-02-24,22.417861938476562,,424.9549865722656,6.2364702224731445,73.48973083496094,176.1613006591797,16.789180755615234,90.47486877441406
2016-02-25,22.571828842163086,,424.54400634765625,6.104800224304199,74.76009368896484,178.29493713378906,17.30467414855957,90.66246795654297
2016-02-26,22.60681915283203,,432.1520080566406,5.921669960021973,74.17888641357422,177.8845977783203,17.384859085083008,92.72640991210938
2016-02-27,,,432.5190124511719,6.4258599281311035,,,,
2016-02-28,,,433.5039978027344,6.468349933624268,,,,
2016-02-29,22.555503845214844,,437.6969909667969,6.336989879608154,73.21573638916016,176.48953247070312,17.89004898071289,92.31361389160156
2016-03-01,23.45128059387207,,435.12298583984375,7.653689861297607,77.52499389648438,180.63829040527344,17.28862953186035,94.56517028808594
2016-03-02,23.502601623535156,,423.989013671875,8.4653902053833,78.30548858642578,181.4497833251953,17.320707321166992,99.63117980957031
2016-03-03,23.677560806274414,,421.6510009765625,9.294150352478027,79.1523666381836,182.1610107421875,17.922122955322266,104.58457946777344
2016-03-04,24.02980613708496,,410.9389953613281,10.406000137329102,78.86180114746094,182.75367736816406,17.753726959228516,108.63738250732422
2016-03-05,,,400.57000732421875,11.003700256347656,,,,
2016-03-06,,,407.7070007324219,11.38290023803711,,,,
2016-03-07,23.76387596130371,,414.3210144042969,9.552630424499512,77.91524505615234,182.89955139160156,17.80183982849121,112.84028625488281
2016-03-08,23.567920684814453,,413.97198486328125,9.847209930419922,75.64021301269531,180.9026641845703,17.625425338745117,103.72148895263672
2016-03-09,23.58891487121582,,414.8599853515625,11.89799976348877,76.91056823730469,181.7963104248047,18.290990829467773,107.3990249633789
2016-03-10,23.60057830810547,,417.1310119628906,11.305000305175781,76.83584594726562,181.94216918945312,17.994293212890625,106.98624420166016
2016-03-11,23.854848861694336,,421.69000244140625,11.082799911499023,78.78705596923828,184.87820434570312,18.611738204956055,111.71450805664062
2016-03-12,,,411.6239929199219,13.533300399780273,,,,
2016-03-13,,,414.06500244140625,14.475000381469727,,,,
2016-03-14,23.91550064086914,,416.43798828125,12.45259952545166,78.29716491699219,184.64112854003906,18.4674015045166,109.98831176757812
2016-03-15,24.39605140686035,,416.8299865722656,13.010000228881836,77.01022338867188,184.3402099609375,18.242876052856445,110.02581024169922
2016-03-16,24.720304489135742,,417.010986328125,12.520899772644043,79.08594512939453,185.40701293945312,18.28296661376953,114.22872924804688
2016-03-17,24.680644989013672,,420.6210021972656,11.081500053405762,80.12382507324219,186.58323669433594,18.83626937866211,116.1800765991211
2016-03-18,24.708641052246094,,409.5480041503906,10.998100280761719,78.67081451416016,187.31649780273438,19.165042877197266,116.27790832519531
2016-03-19,,,410.4440002441406,10.530699729919434,,,,
2016-03-20,,,413.7550048828125,10.31980037689209,,,,
2016-03-21,24.706308364868164,,413.3070068359375,11.864100456237793,79.7917251586914,187.582275390625,18.820236206054688,115.93922424316406
2016-03-22,24.895261764526367,,418.0889892578125,11.274800300598145,79.84984588623047,187.4814453125,18.587684631347656,116.3155288696289
2016-03-23,24.757627487182617,,418.0409851074219,12.41670036315918,78.48812103271484,186.24417114257812,17.906085968017578,110.67098236083984
2016-03-24,24.65032196044922,,416.3940124511719,11.234999656677246,78.27224731445312,186.1616668701172,17.906085968017578,112.06330871582031
2016-03-25,,,417.177001953125,10.743200302124023,,,,
2016-03-26,,,417.94500732421875,10.973999977111816,,,,
2016-03-27,,,426.7650146484375,10.41919994354248,,,,
2016-03-28,24.538349151611328,,424.2309875488281,11.665599822998047,78.21412658691406,186.27166748046875,17.633445739746094,111.08491516113281
2016-03-29,25.11920928955078,,416.5159912109375,11.656399726867676,80.52342224121094,187.9946746826172,17.697595596313477,112.62775421142578
2016-03-30,25.55776596069336,,414.8160095214844,11.952899932861328,80.20548248291016,188.81956481933594,17.745710372924805,112.47724914550781
2016-03-31,25.4247989654541,,416.72900390625,11.403499603271484,81.05889892578125,188.36131286621094,17.72967529296875,114.20824432373047
2016-04-01,25.65807342529297,,417.9599914550781,11.663599967956543,80.87483215332031,189.64439392089844,17.769763946533203,112.32673645019531
2016-04-02,,,420.87298583984375,11.598899841308594,,,,
2016-04-03,,,420.90399169921875,11.618300437927246,,,,
2016-04-04,25.921674728393555,,421.4440002441406,11.157299995422363,80.58197784423828,189.0303192138672,17.50514030456543,110.93437194824219
2016-04-05,25.616086959838867,,424.0299987792969,10.43809986114502,79.91263580322266,187.142333984375,16.919767379760742,109.9936294555664
2016-04-06,25.884349822998047,,423.4129943847656,10.685400009155273,81.050537109375,189.18614196777344,17.11222267150879,113.71903991699219
2016-04-07,25.319826126098633,,422.7449951171875,10.069700241088867,80.02979278564453,186.92237854003906,17.248538970947266,113.94482421875
2016-04-08,25.34781837463379,,420.3489990234375,9.719590187072754,81.10073852539062,187.42642211914062,17.120237350463867,118.15943145751953
2016-04-09,,,419.4110107421875,9.150620460510254,,,,
2016-04-10,,,421.5639953613281,8.93634033203125,,,,
2016-04-11,25.431795120239258,,422.4830017089844,8.643790245056152,81.87049865722656,186.98654174804688,17.120237350463867,118.00891876220703
